symbol,trade_date,prev_close,open_price,high_price,low_price,close_price,avg_price,volume,no_of_trades
M&M,6/24/2025,3135,3155.1,3216.6,3136.8,3150.1,3177.77,2834887,151693
M&M,6/23/2025,3184.4,3163.6,3184.4,3122.7,3135,3141.92,1731432,96994
M&M,6/20/2025,3094.8,3100,3203,3090.3,3184.4,3173.67,8315834,233029
M&M,6/19/2025,3041.1,3038,3106.9,3034.2,3094.8,3082.49,2482920,107167
M&M,6/18/2025,3007.2,3000,3074.9,2986.6,3041.1,3043.9,2161043,93881
M&M,6/17/2025,3023.6,3043,3043,2994,3007.2,3008.48,1455355,113661
M&M,6/16/2025,3006,3001,3045,2988.1,3023.6,3019.76,1673726,82046
M&M,6/13/2025,3019.2,2932,3018.5,2932,3006,2990.46,2003184,102647
M&M,6/12/2025,3080.7,3088,3094,3007,3019.2,3035.72,2278398,117848
M&M,6/11/2025,3067.5,3085,3124,3076,3080.7,3096.19,1749787,81643
M&M,6/10/2025,3087.4,3102,3106.9,3059.8,3067.5,3082.98,1787253,111508
M&M,6/9/2025,3106.5,3130,3141,3078,3087.4,3101.96,1364639,76538
M&M,6/6/2025,3041.6,3041.6,3112.9,3027,3106.5,3075.56,2028071,95355
M&M,6/5/2025,3053.4,3078,3095,2994.8,3041.6,3049.4,3504632,143954
M&M,6/4/2025,3046.5,3045.1,3087,3040.1,3053.4,3061.48,1584653,82506
M&M,6/3/2025,3025.9,3042,3064.8,3027,3046.5,3045.88,3204094,139606
M&M,6/2/2025,2976.8,2976.8,3038.5,2962.3,3025.9,3015.36,2967741,170070
M&M,5/30/2025,3009,3005,3017.4,2957,2976.8,2977.23,3700191,113144
M&M,5/29/2025,2997.8,2999,3028.9,2987.2,3009,3003.39,2093429,102777
M&M,5/28/2025,3039.8,3039.7,3044.8,2993,2997.8,3009,1491995,93521
M&M,5/27/2025,3080.2,3080.2,3085,3014.6,3039.8,3040.7,2599143,130075
M&M,5/26/2025,3012.7,3038,3101,3027.7,3080.2,3078.97,2164190,150987
M&M,5/23/2025,3006.3,3020,3030.8,2984.2,3012.7,3011.07,1828093,105053
M&M,5/22/2025,3090.7,3076.6,3089.8,2980.5,3006.3,3010.09,3870830,187573
M&M,5/21/2025,3063.5,3063,3132,3048.1,3090.7,3096.44,1395136,78449
M&M,5/20/2025,3128,3128.2,3135.3,3049.1,3063.5,3076.55,2667772,115914
M&M,5/19/2025,3135.6,3115,3157,3103.6,3128,3133.83,2011149,149542
M&M,5/16/2025,3144.3,3135,3149.5,3115,3135.6,3134.27,2269659,186310
M&M,5/15/2025,3101.8,3085,3170.7,3073,3144.3,3127.25,3590003,198690
M&M,5/14/2025,3053.8,3037.5,3110,3018,3101.8,3092.44,2236302,98515
M&M,5/13/2025,3104.7,3050,3111,3035,3053.8,3073.02,2681662,178009
M&M,5/12/2025,2982.1,3044.7,3112.2,3033.7,3104.7,3067.99,2166730,157748
M&M,5/9/2025,3033.1,2961.6,3057.1,2955,2982.1,3009.04,2308852,127115
M&M,5/8/2025,3119.9,3127.4,3137,3008.5,3033.1,3058.1,3323894,155291
M&M,5/7/2025,3068.4,3021.9,3125,3021.9,3119.9,3098.08,2942902,140228
M&M,5/6/2025,3021.5,3150.6,3159.7,3056,3068.4,3097.22,5683215,266730
M&M,5/5/2025,2926.2,2948.9,3044,2937.7,3021.5,2995.56,4049197,198957
M&M,5/2/2025,2928.8,2950,3000,2910.2,2926.2,2953.27,3384402,142813
M&M,4/30/2025,2909.6,2908.8,2948.9,2887,2928.8,2927.07,2689753,115500
M&M,4/29/2025,2930.6,2950,2969.5,2901.8,2909.6,2920.47,2051228,110088
M&M,4/28/2025,2864.2,2918.9,2945,2882.3,2930.6,2911.69,1864672,105189
M&M,4/25/2025,2901.4,2901.4,2939.6,2831.1,2864.2,2872.73,2299310,107647
M&M,4/24/2025,2917.8,2917.8,2928,2865,2901.4,2893.16,2488496,107895
M&M,4/23/2025,2817.1,2830,2923,2826,2917.8,2890.96,3906215,153835
M&M,4/22/2025,2764,2765,2822,2756,2817.1,2800.01,3193757,166491
M&M,4/21/2025,2679.4,2699.9,2774,2665.9,2764,2742.15,3120955,129375
M&M,4/17/2025,2634.6,2632,2682.8,2602.4,2679.4,2653.58,2638979,174058
M&M,4/16/2025,2646,2660,2665,2618.3,2634.6,2636.04,3070954,230796
M&M,4/15/2025,2580.35,2606,2690,2606,2646,2661.82,3287861,235293
M&M,4/11/2025,2523.1,2549,2604,2532.05,2580.35,2575.14,3600209,226713
M&M,4/9/2025,2523.65,2540,2571.95,2515.95,2523.1,2542.52,3347213,188585
M&M,4/8/2025,2491.25,2510,2550,2454,2523.65,2508.62,4253527,227666
M&M,4/7/2025,2596.55,2425,2524.65,2425,2491.25,2486.05,3937471,284875
M&M,4/4/2025,2611.45,2614.95,2631.5,2557.05,2596.55,2598.52,3598415,181164
M&M,4/3/2025,2637.55,2607.75,2652.4,2600.25,2611.45,2624.91,2361203,126111
M&M,4/2/2025,2637.9,2631.1,2660,2625.3,2637.55,2641.07,2243574,129253
M&M,4/1/2025,2665.8,2652.8,2728,2623.15,2637.9,2662.5,3300417,171785
M&M,3/28/2025,2733,2735.8,2739.7,2635,2665.8,2659.63,6074446,283613
M&M,3/27/2025,2742.25,2735,2751,2695.55,2733,2727.11,4325599,216437
M&M,3/26/2025,2736,2751.3,2795,2737.05,2742.25,2759.3,3111504,155421
M&M,3/25/2025,2774.7,2774.7,2802.45,2725.05,2736,2752.07,3576766,220783
M&M,3/24/2025,2801.85,2815.3,2822.15,2709.4,2774.7,2758.48,5395134,262642
M&M,3/21/2025,2828.1,2839.1,2893,2781.25,2801.85,2833.87,3824316,128915
M&M,3/20/2025,2789.1,2803.75,2847,2801,2828.1,2827.02,2354374,146188
M&M,3/19/2025,2791.4,2795,2831.9,2779.55,2789.1,2804,2438912,130749
M&M,3/18/2025,2705.15,2732.3,2798,2715.05,2791.4,2769.58,3522624,147651
M&M,3/17/2025,2643.5,2635,2727.05,2635,2705.15,2689.17,2527623,160528
